學年,學期,系所名稱,年級,課號,班別,課名,主要教師,選課人數,考試日期,考試時間,教室,備註
107,1,300 工學院          ,1,EG503,A,研究方法與論文寫作,王孝憲,6,2019/1/8,09:10 ~ 12:00,2620,上課
107,1,300 工學院          ,2,EG203,A,M世代資料搜尋與應用,黃麗芬,13,不考, ~ ,,不上課
107,1,302 機械系          ,1,ME215,B,工場實習,何旭川,55,不考, ~ ,,不考
107,1,302 機械系          ,1,ME215,A,工場實習,何旭川,55,不考, ~ ,,不考
107,1,302 機械系          ,1,ME123,A,基礎程式設計實驗（一）,楊大中,73,2019/1/7,09:10 ~ 12:00,3211,電腦教室
107,1,302 機械系          ,1,ME119,B,工程圖學,邱傳聖,58,2019/1/7,14:10 ~ 15:40,5006,電腦教室
107,1,302 機械系          ,1,ME120,B,微積分,江右君,55,2019/1/8,10:10 ~ 12:00,3103,"2班合考70人2間,ME120A.B合考"
107,1,302 機械系          ,1,ME120,A,微積分,江右君,66,2019/1/8,10:10 ~ 12:00,3101,"2班合考70人2間,ME120A.B合考"
107,1,302 機械系          ,1,ME123,B,基礎程式設計實驗（一）,陳傳生,59,2019/1/8,13:10 ~ 14:00,3112,
107,1,302 機械系          ,1,ME119,A,工程圖學,邱傳聖,59,2019/1/8,14:10 ~ 15:40,5006,"電腦教室,2班合考80人2間,ME119A.DE211A合考"
107,1,302 機械系          ,1,ME121,B,機械工程概論,徐澤志,66,2019/1/11,12:00 ~ 13:00,3101,"2班合考,80人2間,ME121A.B合考"
107,1,302 機械系          ,1,ME121,A,機械工程概論,徐澤志,64,2019/1/11,12:00 ~ 13:00,3102,"2班合考,80人2間,ME121A.B合考"
107,1,302 機械系          ,2,ME209,B,熱力學,鐘國濱,72,2019/1/7,10:10 ~ 12:00,70105,與DE213A合考
107,1,302 機械系          ,2,ME201,A,工程數學,林育才,62,2019/1/8,10:10 ~ 12:00,3104,
107,1,302 機械系          ,2,ME117,B,普通物理,楊大中,60,2019/1/8,13:10 ~ 16:00,3114,
107,1,302 機械系          ,2,ME475,A,機械畫,陳永樹,63,2019/1/8,13:10 ~ 15:00,3211,電腦教室
107,1,302 機械系          ,2,ME201,B,工程數學,陳永樹,95,2019/1/9,10:10 ~ 12:00,3110,與DE212A合考
107,1,302 機械系          ,2,ME475,B,機械畫,陳永樹,65,2019/1/9,13:10 ~ 14:00,3107,"筆試,3班合考80人2間,ME475AB.DE214A合考"
107,1,302 機械系          ,2,ME475,A,機械畫,陳永樹,63,2019/1/9,13:10 ~ 14:00,3105,"筆試,3班合考80人2間,ME475AB.DE214A合考"
107,1,302 機械系          ,2,ME117,A,普通物理,余念一,54,2019/1/9,14:10 ~ 16:00,3208,
107,1,302 機械系          ,2,ME475,B,機械畫,陳永樹,65,2019/1/9,14:10 ~ 16:00,3211,"電腦教室,2班合考80人2間,ME475B.DE214A合考"
107,1,302 機械系          ,2,ME303,A,機械製造,李碩仁,83,2019/1/10,10:10 ~ 12:00,3110,
107,1,302 機械系          ,2,ME303,B,機械製造,李碩仁,50,2019/1/10,14:10 ~ 16:00,3208,"2班合考85人3間,ME303B、DE215A合考"
107,1,302 機械系          ,2,ME209,A,熱力學,林育才,65,2019/1/11,10:10 ~ 12:00,3112,
107,1,302 機械系          ,3,ME350,A,實驗（三）: 生醫機械系統,辛和宗,31,不考, ~ ,,不考
107,1,302 機械系          ,3,ME351,B,實驗（四）: 量測與儀器,李其源,30,不考, ~ ,,不考
107,1,302 機械系          ,3,ME351,A,實驗（四）: 量測與儀器,李其源,30,不考, ~ ,,不考
107,1,302 機械系          ,3,ME352,A,實驗（五）: 綠色能源,黃振銘,31,不考, ~ ,,不考
107,1,302 機械系          ,3,ME345,A,數值分析,王謹誠,22,2019/1/7,10:10 ~ 12:00,3105,
107,1,302 機械系          ,3,ME349,A,實驗（二）: 流力與熱傳,蘇艾,30,2019/1/7,10:10 ~ 12:00,3214,
107,1,302 機械系          ,3,ME224,B,電路及電子學,吳昌暉,73,2019/1/7,13:10 ~ 15:00,3103,
107,1,302 機械系          ,3,ME214,A,應用力學動力,楊大中,65,2019/1/8,09:10 ~ 12:00,3114,
107,1,302 機械系          ,3,ME305,B,流體力學,王謹誠,55,2019/1/8,10:10 ~ 12:00,3107,
107,1,302 機械系          ,3,ME224,A,電路及電子學,謝建興,42,2019/1/8,13:10 ~ 15:00,3103,
107,1,302 機械系          ,3,ME348,A,實驗（一）: 材料與固力,何旭川,20,2019/1/8,13:10 ~ 15:00,3207,
107,1,302 機械系          ,3,ME387,A,綠色能源專題實作,翁芳柏,16,2019/1/9,14:10 ~ 16:00,3209,
107,1,302 機械系          ,3,ME305,A,流體力學,翁芳柏,73,2019/1/10,10:10 ~ 12:00,3101,
107,1,302 機械系          ,3,ME301,A,機械設計,徐業良,113,2019/1/10,13:10 ~ 15:00,3110、3112,2間教室
107,1,302 機械系          ,3,ME214,B,應用力學動力,吳昌暉,46,2019/1/11,10:10 ~ 12:00,3103,
107,1,302 機械系          ,3,ME335,A,自動控制,陳傳生,80,2019/1/11,10:10 ~ 12:00,3105、3107,2間教室
107,1,302 機械系          ,3,ME349,B,實驗（二）: 流力與熱傳,蘇艾,28,2019/1/11,10:10 ~ 12:00,3212,
107,1,302 機械系          ,4,ME453,A,半年專業實習,徐澤志,20,不考, ~ ,,不考
107,1,302 機械系          ,4,ME477,A,暑期專業實習,徐澤志,10,不考, ~ ,,不考
107,1,302 機械系          ,4,ME479,A,學士論文,何旭川,65,不考, ~ ,,不考
107,1,302 機械系          ,4,ME480,A,材料之選擇與應用,邱傳聖,57,不考, ~ ,,不考
107,1,302 機械系          ,4,ME442,A,流體機械,楊大中,42,2019/1/7,13:10 ~ 16:00,3101,
107,1,302 機械系          ,4,ME493,A,材料機械行為,余念一,39,2019/1/9,10:10 ~ 12:00,3102,
107,1,302 機械系          ,4,ME495,A,氫能概論,鐘國濱,48,2019/1/9,18:30 ~ 20:20,3114,
107,1,302 機械系          ,4,ME385,A,感測器原理與應用,李其源,54,2019/1/10,14:10 ~ 16:00,3102,
107,1,302 機械系          ,4,ME454,A,能源工程,沈家傑,15,2019/1/11,10:10 ~ 12:00,3209,
107,1,302 機械系          ,4,ME478,A,專利分析,洪永杰,54,2019/1/12,10:10 ~ 12:00,3101,
107,1,303 化材系,1,CH105,A,普通化學暨分析實驗,陳永信,29,不考, ~ ,,不考
107,1,303 化材系,1,CH105,B,普通化學暨分析實驗,陳永信,30,不考, ~ ,,不考
107,1,303 化材系,1,CH125,A,化工與材科概論,吳和生,114,2019/1/7,13:10 ~ 15:00,2103、2105、2111,50人教室3間
107,1,303 化材系,1,CH128,A,普通物理（一）,孫安正,57,2019/1/9,10:10 ~ 12:00,2102、2104、2112,"3班合考,70人3間,與CH128B、DE231A合考"
107,1,303 化材系,1,CH128,B,普通物理（一）,孫安正,58,2019/1/9,10:10 ~ 12:00,2102、2104、2112,"3班合考,70人3間,與CH128B、DE231A合考"
107,1,303 化材系,1,CH130,B,微積分（一）,黃駿,56,2019/1/11,10:10 ~ 12:00,2102、2112、2113,"2班合考,70人3間,與CH130A合考"
107,1,303 化材系,1,CH130,A,微積分（一）,黃駿,58,2019/1/11,10:10 ~ 12:00,2102、2112、2113,"2班合考,70人3間,與CH130B合考"
107,1,303 化材系,1,CH103,A,普通化學,姚少凌,61,2019/1/11,13:10 ~ 15:00,2111、2113、2105,"2班合考,70人3間,與CH103B合考"
107,1,303 化材系,1,CH103,B,普通化學,姚少凌,62,2019/1/11,13:10 ~ 15:00,2105、2111、2113,"2班合考,70人3間,與CH103A合考"
107,1,303 化材系,2,CH226,B,有機與材料化學實驗,林秀麗,27,不考, ~ ,,不考
107,1,303 化材系,2,CH226,A,有機與材料化學實驗,林秀麗,28,不考, ~ ,,不考
107,1,303 化材系,2,CH227,B,物理化學與材料實驗,廖建勛,25,不考, ~ ,,不考
107,1,303 化材系,2,CH227,A,物理化學與材料實驗,黃駿,26,不考, ~ ,,不考
107,1,303 化材系,2,CH335,B,專題研究（一）,黃振球,12,不考, ~ ,,不考
107,1,303 化材系,2,CH335,A,專題研究（一）,洪信國,13,不考, ~ ,,不考
107,1,303 化材系,2,CH232,B,工程數學（一）,洪信國,58,2019/1/7,10:10 ~ 12:00,2603、2606、2619,"2班合考,70人3間,與CH232A合考"
107,1,303 化材系,2,CH232,A,工程數學（一）,洪信國,53,2019/1/7,10:10 ~ 12:00,2603、2606、2619,"2班合考,70人3間,與CH232B合考"
107,1,303 化材系,2,CH228,A,細胞生物學（一）,鄭世隆,39,2019/1/8,10:10 ~ 12:00,2111,原教室考試
107,1,303 化材系,2,CH230,A,有機化學（一）,林秀麗,51,2019/1/9,13:10 ~ 15:00,2102、2112、2113,"3班合考,70人3間,與CH230B、DE232A合考"
107,1,303 化材系,2,CH230,B,有機化學（一）,林秀麗,60,2019/1/9,13:10 ~ 15:00,2102、2112、2113,"3班合考,70人3間,與CH230A、DE232B合考"
107,1,303 化材系,2,CH443,A,化學安全工程,張智凱,62,2019/1/9,18:30 ~ 20:20,2101、2102,70人教室2間
107,1,303 化材系,2,CH213,A,質能均衡,陳永信,57,2019/1/10,15:10 ~ 17:00,2101、2105、2113,"3班合考,70人3間,與CH213B、DE234A合考"
107,1,303 化材系,2,CH213,B,質能均衡,陳永信,57,2019/1/10,15:10 ~ 17:00,2101、2105、2113,"3班合考,70人3間,與CH213A、DE234A合考"
107,1,303 化材系,2,CH234,A,物理化學（一）,王清海,87,2019/1/11,15:10 ~ 17:00,2113、2111、2112,"3班合考,70人3間,與CH234B、DE233A合考"
107,1,303 化材系,2,CH234,B,物理化學（一）,王清海,65,2019/1/11,15:10 ~ 17:00,2111、2112、2113,"3班合考,70人3間,與CH234A、DE233A合考"
107,1,303 化材系,3,CH211,B,儀器分析實驗,孫一明,30,不考, ~ ,,不考
107,1,303 化材系,3,CH211,A,儀器分析實驗,尹庚鳴,30,不考, ~ ,,不考
107,1,303 化材系,3,CH353,B,化工與材料實驗（一）,楊博智,57,不考, ~ ,,不考
107,1,303 化材系,3,CH353,A,化工與材料實驗（一）,楊博智,63,不考, ~ ,,不考
107,1,303 化材系,3,CH446,A,工廠實習,孫安正,14,不考, ~ ,,不考
107,1,303 化材系,3,CH451,A,材料分析技術與應用,洪逸明,38,不考, ~ ,,不考
107,1,303 化材系,3,CH304,A,化工熱力學,藍祺偉,64,2019/1/8,15:10 ~ 17:00,2103、2105、2423,"2班合考,70人3間,與CH304B合考"
107,1,303 化材系,3,CH304,B,化工熱力學,藍祺偉,67,2019/1/8,15:10 ~ 17:00,2103、2105、2423,"2班合考,70人3間,與CH304A合考"
107,1,303 化材系,3,CH465,A,尖端能源技術,陳金銘,89,2019/1/8,18:30 ~ 20:20,2112、2113,70人教室2間
107,1,303 化材系,3,CH344,A,應用生物化學,姚少凌,62,2019/1/9,10:10 ~ 12:00,2604、2619,70人教室2間
107,1,303 化材系,3,CH348,A,儀器分析,黃振球,83,2019/1/9,10:10 ~ 12:00,2423、2113,70人教室2間
107,1,303 化材系,3,CH358,A,藥物化學與藥理概論,楊明道,40,2019/1/9,15:10 ~ 17:00,2101,70人教室1間
107,1,303 化材系,3,CH301,A,輸送現象與單元操作（二）,楊博智,74,2019/1/10,09:10 ~ 12:00,2105、2112、2113,"2班合考,70人3間,與CH301B合考"
107,1,303 化材系,3,CH301,B,輸送現象與單元操作（二）,楊博智,68,2019/1/10,09:10 ~ 12:00,2105、2112、2113,"2班合考,70人3間,與CH301A合考"
107,1,303 化材系,3,CH421,A2,複合材料,廖建勛,76,2019/1/10,13:10 ~ 15:00,2105、2113,70人教室2間
107,1,303 化材系,3,CH336,A,高分子物性,余子隆,83,2019/1/11,10:10 ~ 12:00,2101、2111,70人教室2間
107,1,303 化材系,3,CH334,A,半導體製程,藍文正,44,2019/1/11,18:30 ~ 21:20,2112,原教室考試
107,1,303 化材系,4,CH305,A,程序控制,廖朝光,39,不考, ~ ,,不考
107,1,303 化材系,4,CH404,A,創新工程系統與元件設計,張幼珍,43,不考, ~ ,,不考
107,1,303 化材系,4,CH445,A,專業實習,吳和生,5,不考, ~ ,,不考
107,1,303 化材系,4,CH448,A2,無機材料,傅薈如,63,不考, ~ ,,不考
107,1,303 化材系,4,CH460,A,奈米科技,傅薈如,38,不考, ~ ,,不考
107,1,303 化材系,4,CH420,A,高分子加工,陳永信,83,2019/1/7,16:10 ~ 18:00,2103、2111,70人教室2間
107,1,303 化材系,4,CH440,A,工程管理,郭傳炯,37,2019/1/10,17:10 ~ 20:20,2101,原教室上課
107,1,303 化材系,4,CH340,A,印刷電路板製程,何政恩,75,2019/1/11,18:30 ~ 20:20,2101、2102,70人教室2間
107,1,304 資工系          ,1,CS106,B,程式設計（一）,陳柏豪,80,2019/1/5,13:10 ~ 17:00,1201A、1301B,提前考
107,1,304 資工系          ,1,CS380,B,Ｗｅｂ程式設計,簡廷因,69,2019/1/7,09:10 ~ 12:00,1201A、1301B,需教室兩間
107,1,304 資工系          ,1,CS140,B,資訊概論,賴國華,83,2019/1/7,13:10 ~ 15:00,1401B、1501A,與CS140A合班考試
107,1,304 資工系          ,1,CS140,A,資訊概論,賴國華,88,2019/1/7,13:10 ~ 15:00,1401B、1501A,與CS140B合班考試
107,1,304 資工系          ,1,CS106,A,程式設計（一）,林基成,93,2019/1/7,16:10 ~ 18:00,1401B,
107,1,304 資工系          ,1,CS147,B,微積分（一）,陳淑媛,91,2019/1/8,10:10 ~ 12:00,1102、1211,需教室兩間
107,1,304 資工系          ,1,CS147,A,微積分（一）,黃依賢,70,2019/1/8,10:10 ~ 12:00,1401B、1113,需教室兩間
107,1,304 資工系          ,1,CS380,A,Ｗｅｂ程式設計,歐昱言,63,2019/1/10,10:10 ~ 12:00,1201A,
107,1,304 資工系          ,1,CS152,A,普通物理,杜定賢,87,2019/1/10,18:30 ~ 20:20,1401B、1401A,需教室兩間
107,1,304 資工系          ,1,CS152,B,普通物理,廖原煌,74,2019/1/10,18:30 ~ 20:20,1501B、1109,需教室兩間
107,1,304 資工系          ,2,CS203,A,資料結構,林基成,32,不考, ~ ,,"不考試, 不上課"
107,1,304 資工系          ,2,CS252,A,電子電路學,曾王道,55,2019/1/7,10:10 ~ 12:00,1211、1213,需教室兩間
107,1,304 資工系          ,2,CS229,A,資料通訊概論,黃依賢,148,2019/1/7,13:10 ~ 15:00,60312、60203,需教室兩間
107,1,304 資工系          ,2,CS249,A,視窗程式設計,周志岳,69,2019/1/7,15:10 ~ 18:00,1201A,延長考試時間
107,1,304 資工系          ,2,CS148,A,微積分（二）,許大偉,41,2019/1/8,10:10 ~ 12:00,1401A,
107,1,304 資工系          ,2,CS233,B,線性代數,簡廷因,56,2019/1/8,13:10 ~ 16:00,60105、60203,需教室兩間
107,1,304 資工系          ,2,CS233,A,線性代數,林啟芳,76,2019/1/8,14:10 ~ 16:00,1102、1401B,需教室兩間
107,1,304 資工系          ,2,CS254,A,數位系統實驗（一）,曾王道,50,2019/1/8,18:30 ~ 20:00,1109,一館教室，CS254A、B、C希望能連著
107,1,304 資工系          ,2,CS254,B,數位系統實驗（一）,楊正仁,55,2019/1/8,18:30 ~ 20:00,1111,一館教室，CS254A、B、C希望能連著
107,1,304 資工系          ,2,CS254,C,數位系統實驗（一）,陳勇志,53,2019/1/8,18:30 ~ 20:00,1113,一館教室，CS254A、B、C希望能連著
107,1,304 資工系          ,2,CS203,B,資料結構,陳增益,82,2019/1/9,10:10 ~ 12:00,1102、1401A,與IN202A合班考試
107,1,304 資工系          ,2,CS204,B,數位系統設計,陳勇志,92,2019/1/9,14:10 ~ 16:00,60105、60104,需教室兩間
107,1,304 資工系          ,2,CS107,A,離散數學,姚修慎,70,2019/1/10,10:10 ~ 12:00,1211、1016,需教室兩間
107,1,304 資工系          ,2,CS204,A,數位系統設計,陳聿廣,96,2019/1/10,14:10 ~ 16:00,1501A、1102,需兩間大型教室，與IN204A合班考試
107,1,304 資工系          ,2,CS114,A,程式設計（二）,陳彥安,71,2019/1/11,10:10 ~ 12:00,1201A、1301B,教室已借
107,1,304 資工系          ,3,CS308,A,資訊講座,林啟芳,140,不考, ~ ,,
107,1,304 資工系          ,3,CS341,A,生物學概論,邱昱偉,114,不考, ~ ,,
107,1,304 資工系          ,3,CS309,A,演算法概論,陳柏豪,23,2019/1/3,13:10 ~ 15:00,1401B,提前考
107,1,304 資工系          ,3,CS205,A,工程數學,陳淑媛,32,2019/1/7,10:10 ~ 12:00,1401B,
107,1,304 資工系          ,3,CS226,A,機率與統計,黃毅然,53,2019/1/7,13:10 ~ 15:00,1401A、1109,需教室兩間
107,1,304 資工系          ,3,CS314,A,計算機圖學概論,葉奕成,55,2019/1/7,13:10 ~ 16:00,1301B,上課
107,1,304 資工系          ,3,CS305,A,作業系統概論,楊正仁,45,2019/1/8,10:10 ~ 12:00,3112、3102,需教室兩間
107,1,304 資工系          ,3,CS321,B,編譯程式概論,陳勇志,74,2019/1/8,14:10 ~ 16:00,70204、70203,需教室兩間
107,1,304 資工系          ,3,CS321,A,編譯程式概論,范金鳳,78,2019/1/8,14:10 ~ 16:00,1501A、1401A,需教室兩間
107,1,304 資工系          ,3,CS378,A,超大型積體電路設計導論,曾王道,120,2019/1/8,18:30 ~ 20:20,60312,與CS658A合班考試
107,1,304 資工系          ,3,CS311,A,計算機網路概論,黃毅然,90,2019/1/10,13:10 ~ 15:00,1501B、1401B,需教室兩間
107,1,304 資工系          ,3,CS250,A,組合語言與計算機組織,蔡侑庭,21,2019/1/11,09:10 ~ 12:00,1501B,考試
107,1,304 資工系          ,3,CS379,A,內嵌式系統設計與實習,楊正仁,64,2019/1/11,13:10 ~ 15:00,1201A、1309,需教室兩間
107,1,304 資工系          ,3,CS337,A,雲端運算與服務,陳彥安,49,2019/1/12,10:10 ~ 12:00,1401B,與CS523A合班考試
107,1,304 資工系          ,4,CS400,A,專業實習（一）,系主任等,2,不考, ~ ,,
107,1,304 資工系          ,4,CS415,A,專業實習（二）,系主任等,2,不考, ~ ,,
107,1,304 資工系          ,4,CS416,A,專題製作（一）,系主任等,3,不考, ~ ,,
107,1,304 資工系          ,4,CS417,B,專題製作（二）,系主任等,24,不考, ~ ,,
107,1,304 資工系          ,4,CS417,C,專題製作（二）,系主任等,23,不考, ~ ,,
107,1,304 資工系          ,4,CS417,A,專題製作（二）,系主任等,24,不考, ~ ,,
107,1,304 資工系          ,4,CS426,B,專業實習（三）,系主任等,25,不考, ~ ,,
107,1,304 資工系          ,4,CS426,C,專業實習（三）,系主任等,25,不考, ~ ,,
107,1,304 資工系          ,4,CS426,A,專業實習（三）,系主任等,26,不考, ~ ,,
107,1,304 資工系          ,4,CS427,A,專業實習（四）,系主任等,26,不考, ~ ,,
107,1,304 資工系          ,4,CS427,B,專業實習（四）,系主任等,25,不考, ~ ,,
107,1,304 資工系          ,4,CS427,C,專業實習（四）,系主任等,25,不考, ~ ,,
107,1,304 資工系          ,4,CS428,A,專題製作（三）,系主任等,7,不考, ~ ,,
107,1,304 資工系          ,4,CS460,A,浸潤式資訊課程-國際經驗,陳聿廣,13,不考, ~ ,,
107,1,304 資工系          ,4,CS355,A,網路攻防,陳昱圻,41,2019/1/8,09:10 ~ 12:00,3208,上課
107,1,304 資工系          ,4,CS423,A,網路實習（一）,葉生正,39,2019/1/9,10:10 ~ 12:00,1301B,
107,1,304 資工系          ,4,CS313,A,人機互動設計概論,王任瓚,82,2019/1/10,09:10 ~ 12:00,1401B,上課
107,1,305 工管系,1,IE232,B,問題創意思解,周金枚,28,不考, ~ ,,
107,1,305 工管系,1,IE232,C,問題創意思解,丁慶榮,26,不考, ~ ,,
107,1,305 工管系,1,IE232,D,問題創意思解,周金枚,27,不考, ~ ,,
107,1,305 工管系,1,IE232,A,問題創意思解,丁慶榮,28,不考, ~ ,,
107,1,305 工管系,1,IE109,B,微積分（一）,李捷,53,2019/1/8,13:10 ~ 15:00,2601、2604、2619、2621,"IE109AB,203AB,4班合考"
107,1,305 工管系,1,IE109,A,微積分（一）,李捷,63,2019/1/8,13:10 ~ 15:00,2601、2604、2619、2621,"IE109AB,203AB,4班合考"
107,1,305 工管系,1,IE230,A,工業組織與管理,張厚台,60,2019/1/8,15:10 ~ 17:00,2601、2604、2619、2621,"IE308AB/IE230A,3班合考"
107,1,305 工管系,1,IE101,A,工業工程概論,陳以明,64,2019/1/11,10:10 ~ 12:00,2601、2603、2619、2621,"IE101AB/IE209AB,4班合考"
107,1,305 工管系,1,IE101,B,工業工程概論,陳以明,57,2019/1/11,10:10 ~ 12:00,2601、2603、2619、2621,"IE101AB/IE209AB,4班合考"
107,1,305 工管系,1,IE117,B,資訊概論,李家萱,54,2019/1/11,13:10 ~ 15:00,2601、2603、2619、2621,"IE117AB/IE406AB,4班合考"
107,1,305 工管系,1,IE117,A,資訊概論,李家萱,65,2019/1/11,13:10 ~ 15:00,2601、2603、2619、2621,"IE117AB/IE406AB,4班合考"
107,1,305 工管系,1,IE118,A,資訊概論實務,孫天龍,72,2019/1/11,15:10 ~ 16:00,2601、2603、2619、2621,"IE118AB/IE347A,3班合考"
107,1,305 工管系,1,IE118,B,資訊概論實務,孫天龍,57,2019/1/11,15:10 ~ 16:00,2601、2603、2619、2621,"IE118AB/IE347A,3班合考"
107,1,305 工管系,2,IE243,A,產品設計思維,周金枚,33,不考, ~ ,,
107,1,305 工管系,2,IE423,A,服務業管理概論,陳啟光,51,不考, ~ ,,不考
107,1,305 工管系,2,IE203,A,工程統計,陳雲岫,49,2019/1/8,13:10 ~ 15:00,2601、2604、2619、2621,"IE109AB,203AB,4班合考"
107,1,305 工管系,2,IE203,B,工程統計,陳雲岫,69,2019/1/8,13:10 ~ 15:00,2601、2604、2619、2621,"IE109AB,203AB,4班合考"
107,1,305 工管系,2,IE220,A,人因工程（一）,林瑞豐,56,2019/1/10,13:10 ~ 15:00,2619、2621、2604、2606,IE303AB/IE220AB，4班合考
107,1,305 工管系,2,IE220,B,人因工程（一）,林瑞豐,56,2019/1/10,13:10 ~ 15:00,2619、2621、2604、2606,IE303AB/IE220AB，4班合考
