學年,學期,系所名稱,年級,課號,班別,課名,主要教師,選課人數,考試日期,考試時間,教室,備註
107,1,305 工管系,2,IE209,A,製造程序,鄭元杰,62,2019/1/11,10:10 ~ 12:00,2601、2603、2619、2621,"IE101AB/IE209AB,4班合考"
107,1,305 工管系,2,IE209,B,製造程序,陳俊宏,59,2019/1/11,10:10 ~ 12:00,2601、2603、2619、2621,"IE101AB/IE209AB,4班合考"
107,1,305 工管系,2,IE406,B,資料庫管理系統,任恒毅,58,2019/1/11,13:10 ~ 15:00,2601、2603、2619、2621,"IE117AB/IE406AB,4班合考"
107,1,305 工管系,2,IE406,A,資料庫管理系統,任恒毅,69,2019/1/11,13:10 ~ 15:00,2601、2603、2619、2621,"IE117AB/IE406AB,4班合考"
107,1,305 工管系,2,IE120,A1,ＲＦＩＤ概論,樊晉源,52,2019/1/11,18:30 ~ 21:20,2601,考試
107,1,305 工管系,2,IE356,A,行動應用程式設計與開發,黃士峰,19,2019/1/14,14:10 ~ 17:00,2624,報告
107,1,305 工管系,3,IE347,A,半導體製造工程,黃浚彥,50,不考, ~ ,,不考
107,1,305 工管系,3,IE428,A1,資料分析,黃?,41,不考, ~ ,,
107,1,305 工管系,3,IE237,A,統計建模與電腦化實作,林真如,36,2019/1/7,10:10 ~ 12:00,2624,上機考試
107,1,305 工管系,3,IE350,A,品質管制（含實驗）,鄭春生,64,2019/1/8,09:00 ~ 12:00,2601、2604、2606、2621,IE350AB，2班合考
107,1,305 工管系,3,IE350,B,品質管制（含實驗）,鄭春生,33,2019/1/8,09:00 ~ 12:00,2601、2604、2606、2621,IE350AB，2班合考
107,1,305 工管系,3,IE308,A,工程經濟,胡黃德,70,2019/1/8,15:10 ~ 17:00,2601、2604、2619、2621,"IE308AB/IE230A,3班合考"
107,1,305 工管系,3,IE308,B,工程經濟,胡黃德,44,2019/1/8,15:10 ~ 17:00,2601、2604、2619、2621,"IE308AB/IE230A,3班合考"
107,1,305 工管系,3,IE335,B,生產計劃與管制（一）,蔡啟揚,55,2019/1/10,10:10 ~ 12:00,2601、2603、2619、2621,"IE581A/IE335AB/,3班合考"
107,1,305 工管系,3,IE335,A,生產計劃與管制（一）,蔡啟揚,71,2019/1/10,10:10 ~ 12:00,2601、2603、2619、2621,"IE581A/IE335AB/,3班合考"
107,1,305 工管系,3,IE303,B,作業研究,梁?嘉,52,2019/1/10,13:10 ~ 15:00,2619、2621、2604、2606,IE303AB/IE220AB，4班合考
107,1,305 工管系,3,IE303,A,作業研究,吳政翰,66,2019/1/10,13:10 ~ 15:00,2619、2621、2604、2606,IE303AB/IE220AB，4班合考
107,1,305 工管系,3,IE351,A1,３Ｄ互動數位內容製作,孫天龍,39,2019/1/10,16:00 ~ 19:00,2624,單班考試
107,1,305 工管系,4,IE440,A,畢業專題,系主任等,21,不考, ~ ,,
107,1,305 工管系,4,IE440,B,畢業專題,系主任等,23,不考, ~ ,,
107,1,305 工管系,4,IE440,C,畢業專題,系主任等,24,不考, ~ ,,
107,1,305 工管系,4,IE440,D,畢業專題,系主任等,22,不考, ~ ,,
107,1,305 工管系,4,IE440,E,畢業專題,系主任等,13,不考, ~ ,,
107,1,309 工程英專,1,DE103,A,基礎程式設計實驗（一）,謝建興,31,2019/1/7,15:10 ~ 18:00,3211,電腦教室
107,1,309 工程英專,1,DE106,A,工業工程概論,陳啟光,30,2019/1/8,10:10 ~ 12:00,2104,
107,1,309 工程英專,1,DE107,A,普通化學,姚少凌,30,2019/1/10,13:10 ~ 15:00,2101,
107,1,309 工程英專,1,DE105,A,化工與材科概論,吳和生,35,2019/1/11,10:10 ~ 12:00,2604,
107,1,309 工程英專,1,DE101,A,微積分（一）,黃?,33,2019/1/11,13:10 ~ 15:00,2101,
107,1,309 工程英專,2,DE213,A,熱力學（一）,鐘國濱,12,2019/1/7,10:10 ~ 12:00,70105,與ME209B合考
107,1,309 工程英專,2,DE202,A,數量方法,林真如,9,2019/1/8,10:10 ~ 12:00,2602,
107,1,309 工程英專,2,DE211,A,工程圖學,邱傳聖,12,2019/1/8,14:10 ~ 15:40,5006,"電腦教室,2班合考80人2間,ME119A.DE211A合考"
107,1,309 工程英專,2,DE212,A,工程數學（一）,陳永樹,12,2019/1/9,10:10 ~ 12:00,3110,與ME201B合考
107,1,309 工程英專,2,DE231,A,普通物理（一）,孫安正,9,2019/1/9,10:10 ~ 12:10,2102、2104、2112,"3班合考,70人3間,與CH128AB、DE231A合考"
107,1,309 工程英專,2,DE214,A,機械畫,陳永樹,12,2019/1/9,13:10 ~ 14:00,3107,"筆試,3班合考80人2間,ME475AB.DE214A合考"
107,1,309 工程英專,2,DE232,A,有機化學（一）,林秀麗,10,2019/1/9,13:10 ~ 15:00,2113,"3班合考,70人3間,與CH230AB、DE232A合考"
107,1,309 工程英專,2,DE214,A,機械畫,陳永樹,12,2019/1/9,14:10 ~ 16:00,3211,"電腦教室,2班合考80人2間,ME475B.DE214A合考"
107,1,309 工程英專,2,DE251,A,人因工程（一）,林瑞豐,4,2019/1/10,13:10 ~ 15:00,2619,"IE303AB/IE220AB/ DE251A,5班合考"
107,1,309 工程英專,2,DE215,A,機械製造,李碩仁,11,2019/1/10,14:10 ~ 16:00,3208,"2班合考85人3間,ME303B、DE215A合考"
107,1,309 工程英專,2,DE234,A,質能均衡,陳永信,10,2019/1/10,15:10 ~ 17:00,2101、2105、2113,"3班合考,70人3間,與CH213AB、DE233A合考"
107,1,309 工程英專,2,DE233,A,物理化學（一）,王清海,10,2019/1/11,15:10 ~ 17:00,2111、2112、2113,"3班合考,70人3間,與CH234AB、DE233A合考"
107,1,310 電通英專,1,EI113,A,電資通訊概論,趙燿庚,43,不考, ~ ,,"不考, 須繳期末報告"
107,1,310 電通英專,1,EI109,A,程式語言實驗（一）,李建誠,55,2019/1/7, ~ ,70404,與CPL109同時段合考，兩門課同教室
107,1,310 電通英專,1,EI105,A,計算機概論,林柏江,45,2019/1/8,15:10 ~ 17:00,70105,
107,1,310 電通英專,1,EI111,A,科技英文會話,白小明,45,2019/1/9,10:10 ~ 12:00,70207,
107,1,310 電通英專,1,EI103,A,普通物理（一）,蘇泰元,25,2019/1/9,14:10 ~ 17:00,70109,與EEA121A合考，兩班同間教室
107,1,310 電通英專,1,EI103,B,普通物理（一）,蘇泰元,25,2019/1/9,14:10 ~ 17:00,70109,與EEA121B合考，兩班同間教室
107,1,310 電通英專,1,EI101,A,微積分（一）,李世凱,46,2019/1/10,15:10 ~ 17:00,70204,
107,1,310 電通英專,2,EI203,A,工程數學（一）,黃家麒,39,2019/1/8,10:10 ~ 12:00,70108,
107,1,310 電通英專,2,EI201,A,電子學（一）,黃建彰,34,2019/1/8,14:10 ~ 17:00,70205,
107,1,310 電通英專,2,EI209,A,科技英文寫作,白小明,34,2019/1/9,14:10 ~ 16:00,70108,
107,1,310 電通英專,2,EI211,A,工程機率,洪維廷,27,2019/1/10,08:10 ~ 10:00,70103,與EEB112B合考，兩班同間教室
107,1,310 電通英專,2,EI205,A,電路學,李穎,38,2019/1/10,10:10 ~ 12:00,3103,
107,1,310 電通英專,2,EI207,A,電子電路實驗（一）,黃建彰,33,2019/1/10,14:10 ~ 17:00,70307,
107,1,311 電機系甲組,1,EEA123,A,普通物理實驗（一）,林書彥,57,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,1,EEA123,B,普通物理實驗（一）,林書彥,61,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,1,EEA129,B,程式語言實驗（一）,趙一芬,70,2019/1/7,16:10 ~ 17:00,70405,
107,1,311 電機系甲組,1,EEA109,A,計算機概論,施皇嘉,79,2019/1/8,09:10 ~ 12:00,70102,上課
107,1,311 電機系甲組,1,EEA129,A,程式語言實驗（一）,趙一芬,67,2019/1/8,16:10 ~ 17:00,70405,
107,1,311 電機系甲組,1,EEA126,A,線性代數,陳鏗元,78,2019/1/9,09:10 ~ 12:00,70205,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,1,EEA126,B,線性代數,陳鏗元,68,2019/1/9,09:10 ~ 12:00,70203,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,1,EEA121,B,普通物理（一）,蘇泰元,72,2019/1/9,14:10 ~ 17:00,70203,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,1,EEA121,A,普通物理（一）,蘇泰元,79,2019/1/9,14:10 ~ 17:00,70205,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,1,EEA109,B,計算機概論,郭文興,48,2019/1/10,14:10 ~ 17:00,70205,
107,1,311 電機系甲組,1,EEA120,A,微積分（一）,林仁俊,76,2019/1/11,14:10 ~ 16:00,70105,
107,1,311 電機系甲組,1,EEA120,B1,微積分（一）,熊甘霖,47,2019/1/11,14:10 ~ 17:00,70205,
107,1,311 電機系甲組,2,EEA386,B,微電腦實驗,陳永盛,70,2019/1/7,09:10 ~ 12:00,70405,上課
107,1,311 電機系甲組,2,EEA224,A,微電腦系統,陳敦裕,85,2019/1/8,08:10 ~ 10:00,70204,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,2,EEA224,B,微電腦系統,陳敦裕,71,2019/1/8,08:10 ~ 10:00,70203,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,2,EEA203,A,工程數學（一）,李仲溪,89,2019/1/8,10:10 ~ 12:00,70105,
107,1,311 電機系甲組,2,EEA205,B,電子學（一）,彭朋瑞,75,2019/1/8,14:10 ~ 17:00,70108,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,2,EEA205,A,電子學（一）,彭朋瑞,80,2019/1/8,14:10 ~ 17:00,70110,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,2,EEA216,B,資料結構,趙一芬,79,2019/1/9,09:10 ~ 12:00,70204,
107,1,311 電機系甲組,2,EEA221,A,電子電路實驗（一）,林承鴻,70,2019/1/9,09:10 ~ 12:00,70308,上課
107,1,311 電機系甲組,2,EEA216,A,資料結構,趙一芬,70,2019/1/9,14:10 ~ 17:00,70201,
107,1,311 電機系甲組,2,EEA221,B,電子電路實驗（一）,林承鴻,64,2019/1/9,14:10 ~ 17:00,70308,上課
107,1,311 電機系甲組,2,EEA242,A,電路學,林鴻文,72,2019/1/10,10:10 ~ 12:00,70205、70112、70204,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,2,EEA242,B,電路學,林鴻文,61,2019/1/10,10:10 ~ 12:00,70205、70112、70204,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,2,EEA203,B,工程數學（一）,劉建宏,58,2019/1/10,14:10 ~ 16:00,70203,
107,1,311 電機系甲組,2,EEA386,A,微電腦實驗,陳永盛,62,2019/1/11,09:10 ~ 12:00,70405,上課
107,1,311 電機系甲組,3,EEA387,B,數位信號處理實驗,方士豪,67,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,3,EEA387,A,數位信號處理實驗,方士豪,57,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,3,EEA478,A,電機專題,熊甘霖,124,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,3,EEA244,B,數位信號處理概論,李宇軒,55,2019/1/7,09:10 ~ 12:00,70205,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,3,EEA244,A,數位信號處理概論,李宇軒,72,2019/1/7,09:10 ~ 12:00,70204,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,3,EEA303,A,電磁學（二）,陳鏗元,66,2019/1/7,14:10 ~ 17:00,70204,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,3,EEA303,B,電磁學（二）,陳鏗元,69,2019/1/7,14:10 ~ 17:00,70203,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,3,EEA489,A,生物醫學工程概論,黃子倫,65,2019/1/7,18:30 ~ 21:20,70108,
107,1,311 電機系甲組,3,EEA223,A,工程機率,張玲華,27,2019/1/8,09:10 ~ 12:00,70112,
107,1,311 電機系甲組,3,EEA301,A,電子學（三）,吳紹懋,39,2019/1/8,18:30 ~ 21:20,70108,
107,1,311 電機系甲組,3,EEA351,B,自動控制（一）,黃英哲,54,2019/1/9,14:10 ~ 16:00,70110,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,3,EEA351,A,自動控制（一）,黃英哲,77,2019/1/9,14:10 ~ 16:00,70105,AB班同時考(請排相鄰教室)
107,1,311 電機系甲組,3,EEA492,A,工程應用生理學,黃琮瑋,82,2019/1/11,13:10 ~ 16:00,70201,
107,1,311 電機系甲組,3,EEA350,A,超大型積體電路設計導論,彭朋瑞,37,2019/1/11,14:10 ~ 17:00,70207,
107,1,311 電機系甲組,4,EEA480,A,智慧電網實驗,劉建宏,14,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,4,EEA484,A,畢業專題製作,林仁俊,24,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,4,EEA484,B,畢業專題製作,劉建宏,1,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,4,EEA484,C,畢業專題製作,林鴻文,9,不考, ~ ,,不考試不上課
107,1,311 電機系甲組,4,EEA495,A,物聯網應用技術與實作（二）,戴??,11,2019/1/8,18:30 ~ 21:20,70308,
107,1,311 電機系甲組,4,EEA485,A,工業配電,黃有智,34,2019/1/10,18:30 ~ 21:20,70108,
107,1,312 電機系乙組,1,EEB126,A,程式語言實驗（一）,李建誠,75,不考, ~ ,,
107,1,312 電機系乙組,1,EEB130,A,電資通訊概論,趙燿庚,78,不考, ~ ,,"不考, 期末報告"
107,1,312 電機系乙組,1,EEB110,A,線性代數,黃家麒,56,2019/1/7,15:10 ~ 17:00,70110,EEB110A/B班合考，80人教室2間
107,1,312 電機系乙組,1,EEB110,B,線性代數,黃家麒,53,2019/1/7,15:10 ~ 17:00,70112,EEB110A/B班合考，80人教室2間
107,1,312 電機系乙組,1,EEB108,B,計算機概論,林柏江,46,2019/1/8,15:10 ~ 17:00,70101,EEB108A/B班合考，80人教室2間
107,1,312 電機系乙組,1,EEB108,A,計算機概論,林柏江,46,2019/1/8,15:10 ~ 17:00,70112,EEB108A/B班合考，80人教室2間
107,1,312 電機系乙組,1,EEB116,A,普通物理,賴文彬,81,2019/1/10,10:10 ~ 12:00,70102、70201,
107,1,312 電機系乙組,1,EEB101,B,微積分（一）,李世凱,37,2019/1/10,15:10 ~ 17:00,70109,EEB101B/C班合考，80人教室2間
107,1,312 電機系乙組,1,EEB101,C,微積分（一）,李世凱,38,2019/1/10,15:10 ~ 17:00,70108,EEB101B/C班合考，80人教室2間
107,1,312 電機系乙組,1,EEB101,A,微積分（一）,陳興義,52,2019/1/10,15:10 ~ 17:00,70101,
107,1,312 電機系乙組,2,EEB310,A,作業系統,林智揚,47,2019/1/7,10:10 ~ 12:00,70112,
107,1,312 電機系乙組,2,EEB317,A,視窗程式設計,曾俊雄,44,2019/1/8,14:10 ~ 16:00,70404,
107,1,312 電機系乙組,2,EEB205,A,電子電路實驗（一）,楊正任,70,2019/1/9,09:10 ~ 12:00,70307,
107,1,312 電機系乙組,2,EEB201,A,電子學（一）,楊正任,117,2019/1/9,15:10 ~ 17:00,70103、70102,
107,1,312 電機系乙組,2,EEB323,A,硬體描述語言,林茂青,72,2019/1/9,18:30 ~ 20:20,70404,
107,1,312 電機系乙組,2,EEB112,B,工程機率,洪維廷,49,2019/1/10,08:10 ~ 10:00,70103,EEB112A/B班合考，100人教室2間
107,1,312 電機系乙組,2,EEB112,A,工程機率,洪維廷,45,2019/1/10,08:10 ~ 10:00,70102,EEB112A/B班合考，100人教室2間
107,1,312 電機系乙組,2,EEB214,B,電路學,李穎,51,2019/1/10,10:10 ~ 12:00,70108,EEB214A/B班合考，100人教室2間
107,1,312 電機系乙組,2,EEB214,A,電路學,李穎,53,2019/1/10,10:10 ~ 12:00,70103,EEB214A/B班合考，100人教室2間
107,1,312 電機系乙組,2,EEB209,A,微電腦系統,許世玄,70,2019/1/10,13:10 ~ 15:00,70102,
107,1,312 電機系乙組,2,EEB203,A,工程數學（一）,甘堯江,82,2019/1/11,10:10 ~ 12:00,70204、70205,
107,1,312 電機系乙組,3,EEB313,A,電子電路設計,許世玄,45,2019/1/7,13:10 ~ 15:00,70101,
107,1,312 電機系乙組,3,EEB326,A,通訊工程導論,鄧俊宏,147,2019/1/8,09:10 ~ 11:00,70205、70103,
107,1,312 電機系乙組,3,EEB327,A,射頻工程導論,李建育,142,2019/1/8,11:10 ~ 12:00,70204、70205,
107,1,312 電機系乙組,3,EEB303,A,通訊系統,黃正光,54,2019/1/8,15:10 ~ 17:00,70201,
107,1,312 電機系乙組,3,EEB304,B,電磁學（二）,邱政男,66,2019/1/8,15:10 ~ 17:00,70102,
107,1,312 電機系乙組,3,EEB330,A,人工智慧與深度學習,林智揚,24,2019/1/9,10:10 ~ 12:00,70404,
107,1,312 電機系乙組,3,EEB430,A,物件導向程式設計,甘堯江,46,2019/1/9,15:10 ~ 17:00,70404,
107,1,312 電機系乙組,3,EEB303,B,通訊系統,馬杰,95,2019/1/10,10:10 ~ 12:00,70105、70206,
107,1,312 電機系乙組,3,EEB304,A,電磁學（二）,陳念偉,11,2019/1/10,10:10 ~ 12:00,70109,
107,1,312 電機系乙組,3,EEB422,A,科技英文,陳念偉,60,2019/1/10,13:10 ~ 15:00,70105,
107,1,312 電機系乙組,3,EEB403,A,數位信號處理概論,黃能添,65,2019/1/11,15:10 ~ 17:00,70112,
107,1,312 電機系乙組,4,EEB315,A,專業實習（二）,黃建彰,6,不考, ~ ,,
107,1,312 電機系乙組,4,EEB432,A,畢業專題（二）,黃建彰,59,不考, ~ ,,
107,1,312 電機系乙組,4,EEB432,B,畢業專題（二）,黃建彰,53,不考, ~ ,,
107,1,312 電機系乙組,4,EEB404,A,通訊電子學,李建育,62,2019/1/7,15:10 ~ 17:00,70207,
107,1,312 電機系乙組,4,EEB424,A,通訊產業管理,高凱聲,119,2019/1/9,10:10 ~ 12:00,70101,
107,1,312 電機系乙組,4,EEB405,A,電腦輔助通訊系統分析與設計,鄧俊宏,50,2019/1/9,15:10 ~ 17:00,70406,
107,1,312 電機系乙組,4,EEB406,A,電腦網路,洪維廷,13,2019/1/11,10:10 ~ 12:00,70209,
107,1,313 電機系丙組,1,EEC111,A,光電概論,阮于珊,58,不考, ~ ,,期末考週停課一次
107,1,313 電機系丙組,1,EEC313,A,光電與產業,阮于珊,65,不考, ~ ,,期末考週停課一次
107,1,313 電機系丙組,1,EEC113,A,程式語言實驗（一）,陳念波,73,2019/1/8,11:00 ~ 12:00,70405,與CP104K 基礎程式設計(一)合考(9:10~12:00) ，安排原教室(70405)考試
107,1,313 電機系丙組,1,EEC101,A,普通物理（一）,白小明,65,2019/1/9,18:30 ~ 20:20,70207、70203,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,1,EEC105,A,微積分（一）,張志豪,72,2019/1/10,13:10 ~ 16:00,70112、70207,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,2,EEC204,A,電子學（一）,劉維昇,58,2019/1/7,09:10 ~ 12:00,70203、70201,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,2,EEC202,A,工程數學（一）,陳祖龍,65,2019/1/7,13:10 ~ 16:00,70206,請排七館一間120人普通大教室
107,1,313 電機系丙組,2,EEC206,A,電子電路實驗（一）,劉維昇,57,2019/1/8,13:10 ~ 16:00,70308,
107,1,313 電機系丙組,2,EEC208,A,電磁學（一）,蒲念文,78,2019/1/9,09:10 ~ 12:00,70109、70110,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,2,EEC321,A,光電程式設計,陳念波,46,2019/1/9,14:10 ~ 17:00,70405,
107,1,313 電機系丙組,3,EEC212,A,光學實驗（二）,賴芳儀,22,不考, ~ ,,期末考週停課一次
107,1,313 電機系丙組,3,EEC212,B,光學實驗（二）,阮于珊,29,不考, ~ ,,期末考週停課一次
107,1,313 電機系丙組,3,EEC210,A,光學（二）,賴芳儀,54,2019/1/7,09:10 ~ 12:00,70207、70209,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,3,EEC319,A,光電半導體物理導論,劉維昇,45,2019/1/8,09:10 ~ 12:00,70101,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,3,EEC312,A,傅立葉變換及其應用,陳念波,24,2019/1/9,09:10 ~ 12:00,70201,
107,1,313 電機系丙組,3,EEC325,A,電子電路學,邱天隆,48,2019/1/10,09:10 ~ 12:00,70207,
107,1,313 電機系丙組,3,EEC311,A,液晶顯示器之基礎原理,邱天隆,49,2019/1/10,14:10 ~ 17:00,70201,
107,1,313 電機系丙組,3,EEC305,A,近代物理（一）,蒲念文,51,2019/1/11,09:10 ~ 12:00,70203、70201,請排七館兩間相鄰普通教室
107,1,313 電機系丙組,4,EEC423,A,專題實作（二）,陳祖龍,48,不考, ~ ,,
107,1,313 電機系丙組,4,EEC419,A,節能照明,賴芳儀,29,2019/1/8,13:10 ~ 16:00,70109,
107,1,313 電機系丙組,4,EEC422,A,非成像系統設計與實作,許正治,21,2019/1/9,14:10 ~ 17:00,70111,
107,1,313 電機系丙組,4,EEC407,A,光電元件製程,劉宗平,46,2019/1/10,08:30 ~ 12:30,70110,時段1-原教室上課，學生期末報告(第1批)
107,1,313 電機系丙組,4,EEC407,A,光電元件製程,劉宗平,46,2019/1/11,08:30 ~ 12:30,70110,時段2-新增(希望借70110)，學生期末報告(第2批)
107,1,322 機械碩          ,1,ME503,A1,書報討論,沈家傑,19,不考, ~ ,,不考
107,1,322 機械碩          ,1,ME610,A,創新產品設計,徐業良,9,2019/1/7,13:10 ~ 15:00,3209,
107,1,322 機械碩          ,1,ME516,A,核能發電,林誠興,7,2019/1/7,18:30 ~ 20:20,3207,
107,1,322 機械碩          ,1,ME525,A,線性系統,吳昌暉,4,2019/1/7,18:30 ~ 20:20,3209,
107,1,322 機械碩          ,1,ME586,A,空氣污染控制設計,江右君,18,2019/1/7,18:30 ~ 20:20,3212,
107,1,322 機械碩          ,1,ME601,A,可壓縮流學,王謹誠,7,2019/1/7,18:30 ~ 20:20,3214,
107,1,322 機械碩          ,1,ME521,A,高等流體力學,林誠興,13,2019/1/8,18:30 ~ 20:20,3207,
107,1,322 機械碩          ,1,ME570,A,焚化原理及技術,蘇艾,14,2019/1/8,18:30 ~ 20:20,3212,
107,1,322 機械碩          ,1,ME573,A1,材料實驗方法,沈家傑,15,2019/1/8,18:30 ~ 21:20,3209,
107,1,322 機械碩          ,1,ME541,A,材料機械性質,沈家傑,13,2019/1/9,18:30 ~ 21:20,3209,
107,1,322 機械碩          ,1,ME572,A,燃燒器設計與污染防治,呂嘉弘,15,2019/1/9,18:30 ~ 20:20,3207,
107,1,322 機械碩          ,1,ME515,A,微分方程,林育才,8,2019/1/10,18:30 ~ 20:20,3209,
107,1,322 機械碩          ,1,ME535,A,高等數值分析,林誠興,6,2019/1/10,18:30 ~ 20:20,3212,
107,1,322 機械碩          ,1,ME580,A,材料疲勞損傷分析,余念一,11,2019/1/10,18:30 ~ 20:20,3207,
107,1,322 機械碩          ,1,ME502,A,基礎數學,林育才,8,2019/1/11,18:30 ~ 20:20,3209,
107,1,323 化材碩,1,CH501,A,高等輸送現象,尹庚鳴,15,不考, ~ ,,不考
107,1,323 化材碩,1,CH521,A,平面顯示器材料化學,黃振球,14,不考, ~ ,,不考
107,1,323 化材碩,1,CH525,A,高等儀器分析,廖朝光,16,不考, ~ ,,不考
107,1,323 化材碩,1,CH539,A,電化學特論,尹庚鳴,8,不考, ~ ,,不考
107,1,323 化材碩,1,CH575,A,燃料電池,洪逸明,15,不考, ~ ,,不考
107,1,323 化材碩,1,CH588,A,太陽能技術,廖朝光,15,不考, ~ ,,不考
107,1,323 化材碩,1,CH609,A,再生醫學,陳芸,17,不考, ~ ,,不考
107,1,323 化材碩,1,CH612,A,書報討論（一）,洪逸明,61,不考, ~ ,,不考
107,1,323 化材碩,1,CH509,A,高分子化學,廖建勛,10,2019/1/7,10:10 ~ 12:00,2103,考試
